artworks,love,non_causal
vaccine,fever,causal
object,orbit,non_causal
smoking,swelling,causal
style,designs,non_causal
burning,smoke,causal
particles,clouds,non_causal
cricketers,team,non_causal
skin,fingers,non_causal
paper,wife,non_causal
stew,chicken,non_causal
paint,personnel,non_causal
boar,sounder,non_causal
alizarin,roots,non_causal
vehicle,photographer,non_causal
depression,suicide,causal
files,programs,non_causal
spell,threat,causal
spectrometer,colleagues,non_causal
certificate,birth,non_causal
death,abandonment,causal
trophy,award,non_causal
introduction,book,non_causal
drill,dentist,non_causal
research,controversy,causal
products,locations,non_causal
firearms,factory,non_causal
pasta,territory,non_causal
resignation,byelection,causal
negligence,accident,causal
cocaine,mortality,causal
evidence,box,non_causal
constipation,fever,causal
wave,region,non_causal
rum,juice,non_causal
roundness,deformation,causal
syringe,nurse,non_causal
entrance,supermarket,non_causal
wasps,bike,non_causal
wives,harem,non_causal
exposure,frustration,causal
advertisements,murders,causal
transmitter,signal,causal
people,destruction,causal
officers,suffering,causal
hares,husk,non_causal
sun,evaporation,causal
hounds,stable,non_causal
strikers,damage,causal
fever,convulsion,causal
influx,drain,causal
bill,sizzle,causal
drinking,accident,causal
novel,ghosts,non_causal
drum,ear,non_causal
blizzards,region,non_causal
elimination,riot,causal
debts,government,non_causal
goose,wild,non_causal
purchase,disappointment,causal
performance,loss,causal
deliverables,information,non_causal
preeclampsia,mortality,causal
storms,devastations,causal
question,speaker,non_causal
execution,infection,causal
lavas,eruption,causal
documentary,scandal,causal
ability,success,causal
incident,sensation,causal
idea,archaeologists,non_causal
visit,frenzy,causal
garbages,ocean,non_causal
explosion,damage,causal
resources,biologist,non_causal
criminals,fire,causal
cormorants,flight,non_causal
malfunctions,delays,causal
aftershock,fire,causal
photographs,survivors,non_causal
collapse,crisis,causal
slapshot,glove,non_causal
bile,liver,non_causal
irritants,inflammation,causal
forces,coalition,non_causal
currents,perturbations,causal
bacteria,acne,causal
dipoles,array,non_causal
substance,disruption,causal
organism,disease,causal
turkeys,raffle,non_causal
revellers,behaviour,causal
humans,wildfires,causal
construction,refinement,causal
awareness,joy,causal
pins,wheel,non_causal
perchlorate,soil,non_causal
filament,light,causal
package,deficits,causal
accident,delays,causal
parable,rewards,non_causal
rains,disaster,causal
infertility,grief,causal
vocals,female,causal
furniture,house,non_causal
antibiotics,growth,causal
bacteria,inflammation,causal
products,clients,non_causal
eyestrain,headache,causal
court,assumption,non_causal
radio,inventor,non_causal
icebergs,flotilla,non_causal
beam,spark,causal
consumers,collapse,causal
monitor,lid,non_causal
artists,cabal,non_causal
riot,excitement,causal
axe,carpenter,non_causal
accident,death,causal
exposure,dryness,causal
shelters,hikers,non_causal
work,disruption,causal
election,spike,causal
riddle,quizmaster,non_causal
pheasants,bouquet,non_causal
strategy,needs,non_causal
sextant,navigator,non_causal
